1.4000000000e+000 3.5806200000e-001
1.4100000000e+000 3.6140420000e-001
1.4200000000e+000 3.6387930000e-001
1.4300000000e+000 3.6526470000e-001
1.4400000000e+000 3.6578100000e-001
1.4500000000e+000 3.6556660000e-001
1.4600000000e+000 3.6448730000e-001
1.4700000000e+000 3.6241010000e-001
1.4800000000e+000 3.5914930000e-001
1.4900000000e+000 3.5577520000e-001
1.5000000000e+000 3.5091150000e-001
1.5100000000e+000 3.4551580000e-001
1.5200000000e+000 3.3943320000e-001
1.5300000000e+000 3.3248390000e-001
1.5400000000e+000 3.2450960000e-001
1.5500000000e+000 3.1611520000e-001
1.5600000000e+000 3.0649440000e-001
1.5700000000e+000 2.9666730000e-001
1.5800000000e+000 2.8642330000e-001
1.5900000000e+000 2.7630560000e-001
1.6000000000e+000 2.6581640000e-001
1.6100000000e+000 2.5510650000e-001
1.6200000000e+000 2.4428710000e-001
1.6300000000e+000 2.3296620000e-001
1.6400000000e+000 2.2182470000e-001
1.6500000000e+000 2.0955840000e-001
1.6600000000e+000 1.9734550000e-001
1.6700000000e+000 1.8474550000e-001
1.6800000000e+000 1.7294430000e-001
1.6900000000e+000 1.6068740000e-001
1.7000000000e+000 1.4858790000e-001
