1.4000000000e+000 4.7536680000e-001
1.4100000000e+000 4.7544160000e-001
1.4200000000e+000 4.7412550000e-001
1.4300000000e+000 4.7125530000e-001
1.4400000000e+000 4.6700230000e-001
1.4500000000e+000 4.6089500000e-001
1.4600000000e+000 4.5353370000e-001
1.4700000000e+000 4.4476680000e-001
1.4800000000e+000 4.3435980000e-001
1.4900000000e+000 4.2286960000e-001
1.5000000000e+000 4.0980190000e-001
1.5100000000e+000 3.9541320000e-001
1.5200000000e+000 3.7995990000e-001
1.5300000000e+000 3.6354080000e-001
1.5400000000e+000 3.4577750000e-001
1.5500000000e+000 3.2802360000e-001
1.5600000000e+000 3.0926160000e-001
1.5700000000e+000 2.9010910000e-001
1.5800000000e+000 2.7093800000e-001
1.5900000000e+000 2.5123080000e-001
1.6000000000e+000 2.3164730000e-001
1.6100000000e+000 2.1178880000e-001
1.6200000000e+000 1.9261640000e-001
1.6300000000e+000 1.7355550000e-001
1.6400000000e+000 1.5495240000e-001
1.6500000000e+000 1.3723130000e-001
1.6600000000e+000 1.2017040000e-001
1.6700000000e+000 1.0413960000e-001
1.6800000000e+000 8.8927300000e-002
1.6900000000e+000 7.4980420000e-002
1.7000000000e+000 6.2225470000e-002
