1.4000000000e+000 4.7538840000e-001
1.4100000000e+000 4.7568740000e-001
1.4200000000e+000 4.7440880000e-001
1.4300000000e+000 4.7130020000e-001
1.4400000000e+000 4.6671390000e-001
1.4500000000e+000 4.6091810000e-001
1.4600000000e+000 4.5356940000e-001
1.4700000000e+000 4.4477440000e-001
1.4800000000e+000 4.3453640000e-001
1.4900000000e+000 4.2263820000e-001
1.5000000000e+000 4.0981670000e-001
1.5100000000e+000 3.9551220000e-001
1.5200000000e+000 3.8029370000e-001
1.5300000000e+000 3.6361890000e-001
1.5400000000e+000 3.4600620000e-001
1.5500000000e+000 3.2798620000e-001
1.5600000000e+000 3.0935900000e-001
1.5700000000e+000 2.9037340000e-001
1.5800000000e+000 2.7079900000e-001
1.5900000000e+000 2.5132320000e-001
1.6000000000e+000 2.3174070000e-001
1.6100000000e+000 2.1214500000e-001
1.6200000000e+000 1.9280350000e-001
1.6300000000e+000 1.7387120000e-001
1.6400000000e+000 1.5539560000e-001
1.6500000000e+000 1.3752660000e-001
1.6600000000e+000 1.2074790000e-001
1.6700000000e+000 1.0466320000e-001
1.6800000000e+000 8.9555790000e-002
1.6900000000e+000 7.5326580000e-002
1.7000000000e+000 6.2417860000e-002
